col0,col1,col2,col3,col4,col5,col6,col7
The Best of Both Worlds,Brent Spiner,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,"The Best of Both Worlds, Part I",Star Trek: The Next Generation
Unification,Gates McFadden,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,Unification II,Star Trek: The Next Generation
Encounter at Farpoint,LeVar Burton,Corey Allen,United States of America,Star Trek multiverse,Q,"Encounter at Farpoint, Part 1",Star Trek: The Next Generation
What You Leave Behind,Penny Johnson Jerald,Allan Kroeker,United States of America,Star Trek multiverse,Dukat,"What You Leave Behind, Part 1",Star Trek: Deep Space Nine
Unification,Jonathan Frakes,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,Unification II,Star Trek: The Next Generation
Time's Arrow,Patrick Stewart,Les Landau,United States of America,Star Trek multiverse,Mark Twain,"Time's Arrow, Part I",Star Trek: The Next Generation
Redemption,Patrick Stewart,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,Redemption II,Star Trek: The Next Generation
Descent,Patrick Stewart,Alexander Singer,United States of America,Star Trek multiverse,Jean-Luc Picard,"Descent, Part I",Star Trek: The Next Generation
What You Leave Behind,Michael Dorn,Allan Kroeker,United States of America,Star Trek multiverse,Dukat,"What You Leave Behind, Part 1",Star Trek: Deep Space Nine
Descent,Michael Dorn,Alexander Singer,United States of America,Star Trek multiverse,Jean-Luc Picard,"Descent, Part II",Star Trek: The Next Generation
The Best of Both Worlds,Patrick Stewart,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,"The Best of Both Worlds, Part I",Star Trek: The Next Generation
The Menagerie,Malachi Throne,Marc Daniels,United States of America,Star Trek multiverse,James T. Kirk,"The Menagerie, Part 1",Star Trek: The Original Series
Redemption,LeVar Burton,Cliff Bole,United States of America,Star Trek multiverse,Jean-Luc Picard,Redemption I,Star Trek: The Next Generation
