col0,col1,col2,col3,col4,col5
Soyuz TM-31,landing,Baikonur Cosmodrome,51.57,2001-05-06,Kazakhstan
Soyuz TM-28,landing,Baikonur Cosmodrome,51.68,1999-08-28,Kazakhstan
Soyuz TM-29,landing,Baikonur Cosmodrome,51.66,1999-08-28,Kazakhstan
Soyuz TM-34,landing,Baikonur Cosmodrome,51.64,2002-11-10,Kazakhstan
Soyuz TM-4,landing,Baikonur Cosmodrome,51.64,1988-06-17,Kazakhstan
Soyuz TM-3,landing,Baikonur Cosmodrome,51.63,1987-12-29,Kazakhstan
Soyuz TM-7,landing,Baikonur Cosmodrome,51.64,1989-04-27,Kazakhstan
Soyuz TM-23,landing,Baikonur Cosmodrome,51.6,1996-09-02,Kazakhstan
Soyuz TM-2,landing,Baikonur Cosmodrome,51.6,1987-07-30,Kazakhstan
Soyuz TM-22,landing,Baikonur Cosmodrome,51.64,1996-09-29,Kazakhstan
Soyuz TM-19,landing,Baikonur Cosmodrome,51.65,1994-11-04,Kazakhstan
Soyuz TM-20,landing,Baikonur Cosmodrome,51.65,1995-03-22,Kazakhstan
