col0,col1,col2,col3,col4
Los Angeles Plain,Orange County,United States of America,Level IV ecoregion,Southern California/Northern Baja Coast
Erie/Ontario Lake Plain,New York,United States of America,Level IV ecoregion,Eastern Great Lakes Lowlands
Sea Island Flatwoods,Florida,United States of America,Level IV ecoregion,Southern Coastal Plain
Eastern Florida Flatwoods,Florida,United States of America,Level IV ecoregion,Southern Coastal Plain
Central Florida Ridges and Uplands,Florida,United States of America,Level IV ecoregion,Southern Coastal Plain
Maumee Lake Plain,Michigan,United States of America,Level IV ecoregion,Huron/Erie Lake Plains
Oak Openings,Michigan,United States of America,Level IV ecoregion,Huron/Erie Lake Plains
Saginaw Lake Plain,Michigan,United States of America,Level IV ecoregion,Huron/Erie Lake Plains
Cadillac Hummocky Moraines,Michigan,United States of America,Level IV ecoregion,Northern Lakes and Forests
Mio Plateau,Michigan,United States of America,Level IV ecoregion,Northern Lakes and Forests
Southern Coast and Islands,Monroe County,United States of America,Level IV ecoregion,Southern Florida Coastal Plain
