col0,col1,col2,col3,col4,col5
Rowing at the 1928 Summer Olympics,1928-01-01,Rowing at the 1924 Summer Olympics,1928-08-10,245,1928 Summer Olympics
Rowing at the 1912 Summer Olympics,1912-01-01,Rowing at the 1908 Summer Olympics,1912-07-19,184,1912 Summer Olympics
Rowing at the 1968 Summer Olympics,1968-01-01,Rowing at the 1964 Summer Olympics,1968-10-19,353,1968 Summer Olympics
Rowing at the 1956 Summer Olympics,1956-01-01,Rowing at the 1952 Summer Olympics,1956-11-27,242,1956 Summer Olympics
Rowing at the 1920 Summer Olympics,1920-01-01,Rowing at the 1912 Summer Olympics,1920-08-29,136,1920 Summer Olympics
speed skating at the 1952 Winter Olympics,1952-01-01,speed skating at the 1948 Winter Olympics,1952-02-19,67,speed skating at the Winter Olympics
speed skating at the 1968 Winter Olympics,1968-01-01,speed skating at the 1964 Winter Olympics,1968-02-17,129,speed skating at the Winter Olympics
speed skating at the 2002 Winter Olympics,2002-01-01,speed skating at the 1998 Winter Olympics,2002-02-23,166,speed skating at the Winter Olympics
Speed skating at the 1984 Winter Olympics,1984-01-01,Speed skating at the 1980 Winter Olympics,1984-02-18,139,speed skating at the Winter Olympics
speed skating at the 2002 Winter Olympics,2002-01-01,speed skating at the 1998 Winter Olympics,2002-02-23,166,2002 Winter Olympics
Speed skating at the 1984 Winter Olympics,1984-01-01,Speed skating at the 1980 Winter Olympics,1984-02-18,139,1984 Winter Olympics
speed skating at the 1968 Winter Olympics,1968-01-01,speed skating at the 1964 Winter Olympics,1968-02-17,129,1968 Winter Olympics
speed skating at the 1952 Winter Olympics,1952-01-01,speed skating at the 1948 Winter Olympics,1952-02-19,67,1952 Winter Olympics
