col0,col1,col2,col3,col4,col5
A58 motorway,Rijkswaterstaat,Netherlands,Zeeland,146,A16 motorway
A59 motorway,Rijkswaterstaat,Netherlands,South Holland,121,A17 motorway
A73 motorway,Rijkswaterstaat,Netherlands,Gelderland,106,European route E31
A15 motorway,Rijkswaterstaat,Netherlands,South Holland,147,European route E31
A67 motorway,Rijkswaterstaat,Netherlands,North Brabant,75,European route E25
A2 motorway,Rijkswaterstaat,Netherlands,North Brabant,217,European route E25
A67 motorway,Rijkswaterstaat,Netherlands,Limburg,75,European route E25
A2 motorway,Rijkswaterstaat,Netherlands,North Holland,217,European route E35
A4 motorway,Rijkswaterstaat,Netherlands,North Brabant,119,European route E30
A27 motorway,Rijkswaterstaat,Netherlands,North Brabant,109,European route E30
A28 motorway,Rijkswaterstaat,Netherlands,Utrecht,187,European route E30
A27 motorway,Rijkswaterstaat,Netherlands,Utrecht,109,European route E30
A28 motorway,Rijkswaterstaat,Netherlands,Groningen,187,European route E30
