col0,col1,col2,col3,col4
terbium-171,65,-44032,106,dysprosium-171
terbium-170,65,-46724,105,dysprosium-170
terbium-169,65,-50329,104,dysprosium-169
terbium-168,65,-52723,103,dysprosium-168
terbium-167,65,-55927,102,dysprosium-167
terbium-166,65,-57884.789,101,dysprosium-166
terbium-165,65,-60566,100,dysprosium-165
terbium-154,65,-70156.303,89,dysprosium-154
terbium-151,65,-71623.504,86,gadolinium-151
terbium-150,65,-71105.721,85,gadolinium-150
terbium-149,65,-71488.669,84,gadolinium-149
terbium-148,65,-70537.082,83,gadolinium-148
terbium-147,65,-70742.665,82,gadolinium-147
