col0,col1,col2,col3
An Irish Melody,1908-01-01,D major,violin
String Quartet No. 10,1810-01-01,E-flat major,violin
String Quartet No. 23,1790-01-01,F major,violin
String Quartet No. 7,1808-01-01,F major,violin
String Quartet No. 1,1801-01-01,F major,violin
String Quartet No. 17,1784-01-01,B-flat major,violin
String Quartet No. 14,1896-01-01,A-flat major,violin
String Quartet No. 11,1816-01-01,F minor,violin
String Quartet No. 15,1827-01-01,A minor,violin
String Quartet No. 14,1785-01-01,G major,viola
String Quartet in D Major,1889-01-01,D major,viola
