col0,col1,col2,col3,col4,col5,col6
Fountain with Water Spouting Dog,Luigi Zanini,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
"Monumentalbrunnen ""Loreley""",Adolf Meyer,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Widmer-Zwyssig-Brunnen,Franz Wanger,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Mosaikbrunnen,Alfred Friedrich Bluntschli,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
Birkenhof Fountain with two female sculpture,Otto Kappeler,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
Pilgrim Fountain,Hermann Herter,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Alfred Escher memorial fountain,Richard Kissling,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
Flora Fountain,anonymous,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Fountain Rieterplatz with Nymphe,Richard Kissling,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Heracles fountain,anonymous,Zürich,Switzerland,spring water,public water well,Wasserversorgung Zürich
Sirius fountain,Annemie Fontana,Zürich,Switzerland,water distribution pipe network,public water well,Wasserversorgung Zürich
"Monumentalbrunnen ""Loreley""",Adolf Meyer,Zürich,Switzerland,spring water,swimming place,Wasserversorgung Zürich
