col0,col1,col2,col3
SS Jalabala,steamship,The Scindia Steam Navigation Company Ltd.,British Raj
Star Laguna,multi-purpose vessel,Star Shipping,Norway
Wilson Waal,multi-purpose vessel,Wilson Ship Management,Barbados
S/S Ada Gorthon,shipwreck,Gorthon Lines,Sweden
SS Telfair Stockton,Liberty ship,War Shipping Administration,United States of America
SS Louis Bamberger,Liberty ship,War Shipping Administration,United States of America
SS Telfair Stockton,cargo ship,War Shipping Administration,United States of America
SS Louis Bamberger,cargo ship,War Shipping Administration,United States of America
BBC Lagos,cargo ship,BBC Chartering,Antigua and Barbuda
Star Laguna,cargo ship,Star Shipping,Norway
Wilson Waal,cargo ship,Wilson Ship Management,Barbados
S/S Ada Gorthon,cargo ship,Gorthon Lines,Sweden
