col0,col1,col2,col3,col4,col5,col6
2018 Étoile de Bessèges,Samuel Dumoulin,Tony Gallopin,Direct Énergie 2018,road bicycle racing,2018-02-04,France
2020 Étoile de Bessèges,Edvald Boasson Hagen,2020 EF Pro Cycling,2020 AG2R La Mondiale,road bicycle racing,2020-02-09,France
Étoile de Bessèges 2019,Tobias Ludvigsson,Christophe Laporte,Lotto-Soudal 2019,road bicycle racing,2019-02-10,France
2018 Étoile de Bessèges,Samuel Dumoulin,Benjamin Thomas,Cofidis 2018,road bicycle racing,2018-02-04,France
2017 Étoile de Bessèges,Sylvain Chavanel,Nico Denz,AG2R La Mondiale 2017,road bicycle racing,2017-02-05,France
2018 Étoile de Bessèges,Samuel Dumoulin,Direct Énergie 2018,Cofidis 2018,road bicycle racing,2018-02-04,France
2020 Étoile de Bessèges,Edvald Boasson Hagen,Magnus Cort Nielsen,2020 Alpecin-Fenix,road bicycle racing,2020-02-09,France
2018 Étoile de Bessèges,Samuel Dumoulin,Direct Énergie 2018,Direct Énergie 2018,road bicycle racing,2018-02-04,France
2017 Étoile de Bessèges,Lilian Calmejane,Lilian Calmejane,Delko-Marseille Provence-KTM 2017,road bicycle racing,2017-02-05,France
2020 Étoile de Bessèges,Alexys Brunel,Alexys Brunel,2020 AG2R La Mondiale,road bicycle racing,2020-02-09,France
