col0,col1,col2,col3,col4,col5,col6
New York,UTC−05:00,Quebec,flag of New York,Portal:New York,New York Constitution,Buffalo–Depew station
Pennsylvania,Eastern Time Zone,West Virginia,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,Pennhurst State School and Hospital
Minnesota,America/Chicago,Michigan,flag of Minnesota,Portal:Minnesota,Minnesota Constitution,National Sports Center
Missouri,UTC−06:00,Illinois,flag of Missouri,Portal:Missouri,Constitution of Missouri,Civil Courts Building
Louisiana,UTC−06:00,Texas,flag of Louisiana,Portal:Louisiana,Constitution of Louisiana,Mercedes-Benz Superdome
Wisconsin,UTC−06:00,Michigan,Flag of Wisconsin,Portal:Wisconsin,Constitution of Wisconsin,Bradley Center
Pennsylvania,America/New_York,New Jersey,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,River Vue
New Jersey,UTC−05:00,Pennsylvania,flag of New Jersey,Portal:New Jersey,Constitution of New Jersey,New Jersey State House
Pennsylvania,America/New_York,New Jersey,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,Pennhurst State School and Hospital
New Jersey,UTC−05:00,Pennsylvania,flag of New Jersey,Portal:New Jersey,Constitution of New Jersey,Newark Liberty International Airport
Maryland,UTC−05:00,Pennsylvania,flag of Maryland,Portal:Maryland,Constitution of Maryland,Robert C. Murphy Courts of Appeal Building
Pennsylvania,UTC−05:00,Maryland,flag of Pennsylvania,Portal:Pennsylvania,Pennsylvania Constitution of 1776,Pennhurst State School and Hospital
Ohio,Eastern Time Zone,Pennsylvania,flag of Ohio,Portal:Ohio,Constitution of Ohio,Rhodes State Office Tower
Arkansas,UTC−06:00,Texas,flag of Arkansas,Portal:Arkansas,Constitution of Arkansas,Old State House
