col0,col1,col2,col3,col4,col5,col6
2009 Spanish Badminton Championships,2009-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,2008 Spanish Badminton Championships,national championship,badminton
2012 Spanish Badminton Championships,2012-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,2011 Spanish Badminton Championships,national championship,badminton
2005 Spanish Badminton Championships,2005-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,2004 Spanish Badminton Championships,national championship,badminton
2007 Spanish Badminton Championships,2007-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,2006 Spanish Badminton Championships,national championship,badminton
2010 Spanish Badminton Championships,2010-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,2009 Spanish Badminton Championships,national championship,badminton
1983 Spanish Badminton Championships,1983-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1982 Spanish Badminton Championships,national championship,badminton
1984 Spanish Badminton Championships,1984-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1983 Spanish Badminton Championships,national championship,badminton
1985 Spanish Badminton Championships,1985-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1984 Spanish Badminton Championships,national championship,badminton
1986 Spanish Badminton Championships,1986-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1985 Spanish Badminton Championships,national championship,badminton
1987 Spanish Badminton Championships,1987-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1986 Spanish Badminton Championships,national championship,badminton
1989 Spanish Badminton Championships,1989-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1988 Spanish Badminton Championships,national championship,badminton
1988 Spanish Badminton Championships,1988-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1987 Spanish Badminton Championships,national championship,badminton
1991 Spanish Badminton Championships,1991-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1990 Spanish Badminton Championships,national championship,badminton
1992 Spanish Badminton Championships,1992-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1991 Spanish Badminton Championships,national championship,badminton
1993 Spanish Badminton Championships,1993-01-01,Spanish Badminton Championships,WikiProject Badminton/tournament focus list,1992 Spanish Badminton Championships,national championship,badminton
