col0,col1,col2,col3,col4,col5
Fastlane,wrestling event,WWE Raw,WWE,NXT TakeOver: New York,United States of America
Elimination Chamber,wrestling event,WWE Raw,WWE,Fastlane (2019),United States of America
Royal Rumble,wrestling event,WWE Raw,WWE,Elimination Chamber (2019),United States of America
NXT TakeOver: Phoenix,wrestling event,WWE NXT,WWE,Royal Rumble (2019),United States of America
NXT UK TakeOver: Blackpool,wrestling event,NXT UK,WWE,NXT TakeOver: Phoenix,United Kingdom
WWE Starrcade,wrestling event,WWE Raw,WWE,"TLC: Tables, Ladders & Chairs (2018)",United States of America
"TLC: Tables, Ladders & Chairs",wrestling event,WWE Raw,WWE,NXT UK TakeOver: Blackpool,United States of America
NXT TakeOver: WarGames,wrestling event,WWE NXT,WWE,Survivor Series 2018,United States of America
Crown Jewel,wrestling event,WWE Raw,WWE,Super ShowDown (2019),Saudi Arabia
WWE Evolution,wrestling event,WWE Raw,WWE,Crown Jewel (2018),United States of America
NXT TakeOver: Brooklyn 4,wrestling event,WWE NXT,WWE,SummerSlam (2018),United States of America
SummerSlam,wrestling event,WWE Raw,WWE,Hell in a Cell,United States of America
Money in the Bank,wrestling event,WWE Raw,WWE,WWE United Kingdom Championship Tournament (2018),United States of America
WWE United Kingdom Championship Tournament,wrestling event,WWE NXT,WWE,Extreme Rules (2018),United Kingdom
