col0,col1,col2,col3
Pirates of the Caribbean: Dead Man's Chest,1066179725,Pirates of the Caribbean: The Curse of the Black Pearl,Terry Rossio
Tron: Legacy,400100000,Tron,Edward Kitsis
Star Wars Episode VII: The Force Awakens,88527046,Star Wars Episode VI: Return of the Jedi,Michael Arndt
Arthur and the Revenge of Maltazard,51249422,Arthur and the Minimoys,Luc Besson
The Chronicles of Narnia: Prince Caspian,419700000,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson
Star Wars Episode VII: The Force Awakens,88527046,Star Wars Episode VI: Return of the Jedi,J. J. Abrams
Pirates of the Caribbean: At World's End,960996492,Pirates of the Caribbean: Dead Man's Chest,Terry Rossio
The Finest Hours,27569558,Anomalisa,Eric Johnson
Alvin and the Chipmunks: The Road Chip,234798636,Alvin and the Chipmunks: Chipwrecked,Jon Vitti
The Finest Hours,27569558,Anomalisa,Scott Silver
Mary Poppins Returns,346800000,Mary Poppins,David Magee
Pirates of the Caribbean: Dead Men Tell No Tales,794861794,Pirates of the Caribbean: On Stranger Tides,Jeff Nathanson
Hook,300854823,Home Alone,Nick Castle
