col0,col1,col2,col3,col4
Make Mine Music,Lance Nolley,color,Erdman Penner,fantasy film
One Hundred and One Dalmatians,Mary Wickes,color,Bill Peet,musical film
Make Mine Music,Ed Benedict,color,Dick Kelsey,fantasy film
The Lion King,Jeff Dickson,color,Jonathan Roberts,children's film
Make Mine Music,Al Dempster,color,Dick Kinney,fantasy film
The Adventures of Ichabod and Mr. Toad,Mary Blair,color,Winston Hibler,traditionally animated film
Make Mine Music,John Niendorff,color,Tom Oreb,children's film
Finding Dory,Kevin Reher,color,Andrew Stanton,comedy film
The Jungle Book,Don Griffith,color,Bill Peet,traditionally animated film
The Lion King,Hans Zimmer,color,Jonathan Roberts,traditionally animated film
Three from Prostokvashino,Boris Filchikov,color,Eduard Uspensky,family film
