col0,col1,col2,col3,col4,col5
Tropical storm Fiona,2010 Atlantic hurricane season,998,Atlantic hurricane,54,tropical storm
Tropical storm Sean,2011 Atlantic hurricane season,982,Atlantic hurricane,54,tropical storm
Tropical storm Atlantic,2011 Atlantic hurricane season,1002,Atlantic hurricane,40.5,tropical storm
Tropical storm Jose,2011 Atlantic hurricane season,1006,Atlantic hurricane,40.5,tropical storm
Tropical storm Gert,2011 Atlantic hurricane season,1000,Atlantic hurricane,54,tropical storm
Tropical storm Franklin,2011 Atlantic hurricane season,1004,Atlantic hurricane,40.5,tropical storm
Tropical storm Cindy,2011 Atlantic hurricane season,994,Atlantic hurricane,59.4,tropical storm
Tropical storm Joyce,2012 Atlantic hurricane season,1006,Atlantic hurricane,35.1,tropical storm
Tropical storm Patty,2012 Atlantic hurricane season,1005,Atlantic hurricane,40.5,tropical storm
Tropical storm Oscar,2012 Atlantic hurricane season,994,Atlantic hurricane,45.9,tropical storm
Tropical storm Helene,2012 Atlantic hurricane season,1004,Atlantic hurricane,40.5,tropical storm
Tropical storm Florence,2012 Atlantic hurricane season,1002,Atlantic hurricane,51.3,tropical storm
Tropical storm Alberto,2012 Atlantic hurricane season,995,Atlantic hurricane,51.3,tropical storm
Tropical storm Tony,2012 Atlantic hurricane season,1000,Atlantic hurricane,45.9,tropical storm
