col0,col1,col2,col3
Mercury-Atlas 3,1179,Cape Canaveral Air Force Station Launch Complex 14,sub-orbital spaceflight
Cygnus CRS Orb-5,83,Mid-Atlantic Regional Spaceport Launch Pad 0,low Earth orbit
Apollo 5,14360,Cape Canaveral Air Force Station Space Launch Complex 37,low Earth orbit
Gemini 1,3187,Cape Canaveral Air Force Station Launch Complex 19,low Earth orbit
Mercury-Atlas 5,1331,Cape Canaveral Air Force Station Launch Complex 14,low Earth orbit
Kosmos 613,6800,Baikonur Cosmodrome,low Earth orbit
Kosmos 573,6800,Baikonur Cosmodrome,low Earth orbit
Kosmos 1074,6450,Baikonur Cosmodrome,low Earth orbit
Kosmos 1001,6680,Baikonur Cosmodrome,low Earth orbit
Kosmos 772,6750,Baikonur Cosmodrome,low Earth orbit
Kosmos 670,6700,Baikonur Cosmodrome,low Earth orbit
Soyuz TM-1,6450,Baikonur Cosmodrome,low Earth orbit
Soyuz T-1,6450,Baikonur Cosmodrome,low Earth orbit
Kosmos 638,6570,Baikonur Cosmodrome,low Earth orbit
