col0,col1,col2,col3,col4,col5,col6,col7
2023 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2024 Chinese Taipei Open Badminton Championships,2022 Chinese Taipei Open Badminton Championships,2023 Chinese Taipei Open Badminton Championships – Men's doubles,2023-01-01,badminton,open championship
2022 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2023 Chinese Taipei Open Badminton Championships,2021 Chinese Taipei Open Badminton Championships,2022 Chinese Taipei Open Badminton Championships – Men's doubles,2022-01-01,badminton,open championship
2021 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2022 Chinese Taipei Open Badminton Championships,2020 Chinese Taipei Open Badminton Championships,2021 Chinese Taipei Open Badminton Championships – Men's doubles,2021-01-01,badminton,open championship
2020 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2021 Chinese Taipei Open Badminton Championships,2019 Chinese Taipei Open Badminton Championships,2020 Chinese Taipei Open Badminton Championships – Men's doubles,2020-01-01,badminton,open championship
2019 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2020 Chinese Taipei Open Badminton Championships,2018 Chinese Taipei Open Badminton Championships,2019 Chinese Taipei Open Badminton Championships – Men's doubles,2019-01-01,badminton,open championship
2018 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2019 Chinese Taipei Open Badminton Championships,2017 Chinese Taipei Open Badminton Championships,2018 Chinese Taipei Open Badminton Championships – Men's doubles,2018-01-01,badminton,open championship
2017 Chinese Taipei Open Badminton Championships,Chinese Taipei Open Badminton Championships,2018 Chinese Taipei Open Badminton Championships,2016 Chinese Taipei Open Grand Prix Gold,2017 Chinese Taipei Open Badminton Championships – Men's doubles,2017-01-01,badminton,open championship
2016 Chinese Taipei Open Grand Prix Gold,Chinese Taipei Open Badminton Championships,2017 Chinese Taipei Open Badminton Championships,2015 Chinese Taipei Open Grand Prix Gold,2016 Chinese Taipei Open Badminton Championships – Men's doubles,2016-01-01,badminton,open championship
2015 Chinese Taipei Open Grand Prix Gold,Chinese Taipei Open Badminton Championships,2016 Chinese Taipei Open Grand Prix Gold,2014 Chinese Taipei Open Grand Prix Gold,2015 Chinese Taipei Open Badminton Championships – Men's doubles,2015-01-01,badminton,open championship
2014 Chinese Taipei Open Grand Prix Gold,Chinese Taipei Open Badminton Championships,2015 Chinese Taipei Open Grand Prix Gold,2013 Chinese Taipei Open Badminton Championships,2014 Chinese Taipei Open Badminton Championships – Men's doubles,2014-01-01,badminton,open championship
