col0,col1,col2,col3,col4
Takad Kadele,reef,East Java,Indonesia,1
Takad Kelem,reef,East Java,Indonesia,1
Takad Duluk,reef,East Java,Indonesia,1
Pulau Buhluhgia,reef,North Sumatra,Indonesia,1
Pulau Karsik,reef,West Sumatra,Indonesia,47
Pulau Karanganggo,reef,West Sumatra,Indonesia,34
Gili Batu Lunjar,reef,West Nusa Tenggara,Indonesia,1
Gili Batukode,reef,West Nusa Tenggara,Indonesia,1
Toade Pehe,reef,North Sulawesi,Indonesia,1
Batu Kawu,reef,West Nusa Tenggara,Indonesia,17
Karang Satunggul,reef,West Nusa Tenggara,Indonesia,4
Takat Lanco,reef,West Nusa Tenggara,Indonesia,30
Takat Kering,reef,East Java,Indonesia,1
Concas Reef,reef,Sulu,Philippines,1
Takut Mataha Reef,reef,Tawi-Tawi,Philippines,27
