col0,col1,col2,col3,col4,col5,col6
Batumi,3,154600,Sharm el-Sheikh,Adjara,Adjara,populated place in Georgia
Lanchkhuti,25,6395,Cody,Lanchkhuti Municipality,Lanchkhuti Municipality,populated place in Georgia
Senaki,0,28600,Bila Tserkva,Senaki Municipality,Senaki Municipality,populated place in Georgia
Akhaltsikhe,1029,17903,Artvin,Akhaltsikhe Municipality,Akhaltsikhe Municipality,populated place in Georgia
Telavi,490,20900,Santa Coloma de Gramenet,Telavi Municipality,Telavi Municipality,populated place in Georgia
Rustavi,350,125103,Gdynia,Kvemo Kartli,Kvemo Kartli,populated place in Georgia
Mtskheta,460,7940,Argos,Mtskheta Municipality,Mtskheta Municipality,populated place in Georgia
Rustavi,350,125103,Gdynia,Kvemo Kartli,Kvemo Kartli,big city
Lanchkhuti,25,6395,Cody,Lanchkhuti Municipality,Lanchkhuti Municipality,city
Senaki,0,28600,Bila Tserkva,Senaki Municipality,Senaki Municipality,city
Akhaltsikhe,1029,17903,Artvin,Akhaltsikhe Municipality,Akhaltsikhe Municipality,city
Telavi,490,20900,Santa Coloma de Gramenet,Telavi Municipality,Telavi Municipality,city
Rustavi,350,125103,Gdynia,Kvemo Kartli,Kvemo Kartli,city
Mtskheta,460,7940,Argos,Mtskheta Municipality,Mtskheta Municipality,city
