col0,col1,col2,col3,col4,col5,col6
2010 European Aquatics Championships,LEN,Lake Balaton,2012 European Aquatics Championships,2010-08-04,Hungary,Budapest
2006 European Aquatics Championships,LEN,Lake Balaton,2008 European Aquatics Championships,2006-07-26,Hungary,Budapest
1958 European Aquatics Championships,LEN,Alfréd Hajós National Swimming Stadium,1962 European Aquatics Championships,1958-08-31,Hungary,Budapest
2000 European Aquatics Championships,LEN,Mäkelänrinne Swimming Centre,2002 European Aquatics Championships,2000-06-28,Finland,Helsinki
1995 European Aquatics Championships,LEN,Ernst-Happel-Stadion,1997 European Aquatics Championships,1995-08-22,Austria,Vienna
1934 European Aquatics Championships,LEN,Europakampfbahn,1938 European Aquatics Championships,1934-08-12,German Reich,Magdeburg
1970 European Aquatics Championships,LEN,Piscines Bernat Picornell,1974 European Aquatics Championships,1970-09-05,Spain,Barcelona
1983 European Aquatics Championships,LEN,Stadio Olimpico del Nuoto,1985 European Aquatics Championships,1983-08-22,Italy,Rome
1931 European Aquatics Championships,LEN,Piscine des Tourelles,1934 European Aquatics Championships,1931-08-23,France,Paris
2016 European Aquatics Championships,LEN,London Aquatics Centre,2018 European Aquatics Championships,2016-05-09,United Kingdom,London
