col0,col1,col2,col3,col4,col5,col6
2002 Jadranska Magistrala,2003 Jadranska Magistrala,2001 Jadranska Magistrala,2002-01-01,Jure Golčer,Istrian Spring Trophy,road bicycle racing
2001 Jadranska Magistrala,2002 Jadranska Magistrala,2000 Jadranska Magistrala,2001-01-01,Andrej Hauptman,Istrian Spring Trophy,road bicycle racing
2000 Jadranska Magistrala,2001 Jadranska Magistrala,1999 Jadranska Magistrala,2000-01-01,Vladimir Miholjević,Istrian Spring Trophy,road bicycle racing
1999 Jadranska Magistrala,2000 Jadranska Magistrala,1998 Jadranska Magistrala,1999-01-01,Arno Kaspret,Istrian Spring Trophy,road bicycle racing
1998 Jadranska Magistrala,1999 Jadranska Magistrala,1997 Jadranska Magistrala,1998-01-01,Matthias Buxhofer,Istrian Spring Trophy,road bicycle racing
1997 Jadranska Magistrala,1998 Jadranska Magistrala,1996 Jadranska Magistrala,1997-01-01,Andrej Hauptman,Istrian Spring Trophy,road bicycle racing
1996 Jadranska Magistrala,1997 Jadranska Magistrala,1995 Jadranska Magistrala,1996-01-01,Luca Manfredini,Istrian Spring Trophy,road bicycle racing
1995 Jadranska Magistrala,1996 Jadranska Magistrala,1994 Jadranska Magistrala,1995-01-01,Stanimir Odrinski,Istrian Spring Trophy,road bicycle racing
1994 Jadranska Magistrala,1995 Jadranska Magistrala,1993 Jadranska Magistrala,1994-01-01,Sandi Papež,Istrian Spring Trophy,road bicycle racing
1993 Jadranska Magistrala,1994 Jadranska Magistrala,1992 Jadranska Magistrala,1993-01-01,Andres Lauk,Istrian Spring Trophy,road bicycle racing
1992 Jadranska Magistrala,1993 Jadranska Magistrala,1991 Jadranska Magistrala,1992-01-01,Jure Robič,Istrian Spring Trophy,road bicycle racing
