col0,col1,col2,col3,col4
Berlin Zoologischer Garten railway station,Germany,Kulturdenkmal,1882-02-07,Berlin-Charlottenburg station
Berlin Alexanderplatz station,Germany,Kulturdenkmal,1882-02-07,Berlin-Friedrichstraße railway station
Berlin Potsdamer Platz station,Germany,architectural heritage monument,1939-04-15,Berlin Anhalter Bahnhof
Berlin Alexanderplatz station,Germany,Kulturdenkmal,1882-02-07,Berlin Ostbahnhof
Augsburg Central Station,Germany,architectural heritage monument in Bavaria,1846-07-01,Würzburg Central Station
Berlin Zoologischer Garten railway station,Germany,Kulturdenkmal,1882-02-07,Berlin Savignyplatz station
Berlin Potsdamer Platz station,Germany,architectural heritage monument,1939-04-15,Berlin Brandenburger Tor station
Leipzig Hauptbahnhof,Germany,Kulturdenkmal,1915-12-04,Erfurt Central Station
Augsburg Central Station,Germany,architectural heritage monument in Bavaria,1846-07-01,Ulm Central Station
Karlsruhe Central Station,Germany,Kulturdenkmal,1913-01-01,Baden-Baden station
