col0,col1,col2,col3
Štolpichy,former protected area,1960-06-21,Hejnice
Vrapač,national nature reserve in the Czech Republic,1989-01-30,Mladeč
Velký Špičák,national nature reserve in the Czech Republic,1987-12-29,Třešť
Zlatník,national nature reserve in the Czech Republic,2017-04-15,Obrnice
Štolpichy,national nature reserve in the Czech Republic,1960-06-21,Hejnice
Čerchovské hvozdy,national nature reserve in the Czech Republic,2000-01-01,Česká Kubice
Rašeliniště Jizerky,national nature reserve in the Czech Republic,1960-06-21,Jizerka
Křivé jezero,national nature reserve in the Czech Republic,1973-08-09,Milovice
Kaňon Labe,national nature reserve in the Czech Republic,2010-06-01,Děčín
Karlštejn,national nature reserve in the Czech Republic,1955-04-26,Beroun District
Kaluža,national nature reserve in the Czech Republic,1970-12-17,Březová
Jizerskohorské bučiny,national nature reserve in the Czech Republic,1999-01-01,Frýdlant
Jezerka,national nature reserve in the Czech Republic,1969-01-20,Jezeří
