col0,col1,col2,col3
Lilienfeld Abbey,Roman Catholic Diocese of Sankt Pölten,Denkmalgeschütztes Objekt,Lilienfeld
St. George's Convent,Roman Catholic Archdiocese of Prague,part of national heritage site in the Czech Republic,Hradčany
Schloss Mayerling,Roman Catholic Archdiocese of Vienna,Denkmalgeschütztes Objekt,Alland
Geras Abbey,Roman Catholic Diocese of Sankt Pölten,Denkmalgeschütztes Objekt,Geras
St. Florian's Priory,Roman Catholic Diocese of Linz,Denkmalgeschütztes Objekt,Sankt Florian
Melk Abbey,Roman Catholic Diocese of Sankt Pölten,Denkmalgeschütztes Objekt,Melk
Klosterneuburg Monastery,Roman Catholic Archdiocese of Vienna,Denkmalgeschütztes Objekt,Klosterneuburg
Certosa di Padula,Roman Catholic Diocese of Teggiano-Policastro,Italian national heritage,Padula
Certosa di San Martino,Roman Catholic Archdiocese of Naples,Italian national heritage,Naples
Saint Bavo Cathedral,Roman Catholic Diocese of Ghent,Beschermd erfgoed,Ghent
Schlierbach Abbey,Roman Catholic Diocese of Linz,Denkmalgeschütztes Objekt,Schlierbach
Smolny Cathedral,Saint Petersburg-Ladoga Eparchy,cultural heritage site in Russia,Tsentralny District
Stadtpfarrkirche Stockerau,Roman Catholic Archdiocese of Vienna,Denkmalgeschütztes Objekt,Stockerau
Wallfahrtskirche Maria Taferl,Roman Catholic Diocese of Sankt Pölten,Denkmalgeschütztes Objekt,Maria Taferl
Monastery of São Vicente de Fora,Patriarchate of Lisbon,National Monument of Portugal,São Vicente
