col0,col1,col2,col3,col4,col5,col6,col7
Coral Harbour A,2015-01-01,monthly data interval,62.2,1933-01-01,Meteorological Service of Canada,Canada,Nunavut
Arviat A,2014-01-01,monthly data interval,10.4,1973-01-01,Meteorological Service of Canada,Canada,Nunavut
Kugluktuk A,2014-01-01,monthly data interval,22.6,1977-01-01,Meteorological Service of Canada,Canada,Nunavut
Chesterfield Inlet A,2014-01-01,monthly data interval,9.8,1985-01-01,Meteorological Service of Canada,Canada,Nunavut
Baker Lake A,2013-01-01,monthly data interval,18.6,1946-01-01,Meteorological Service of Canada,Canada,Nunavut
Pond Inlet A,2014-01-01,daily data interval,61.6,1975-01-01,Meteorological Service of Canada,Canada,Nunavut
Pangnirtung A,2014-01-01,daily data interval,24.1,1987-01-01,Meteorological Service of Canada,Canada,Nunavut
Nanisivik A,2011-01-01,daily data interval,641.9,1976-01-01,Meteorological Service of Canada,Canada,Nunavut
Iqaluit A,2014-01-01,daily data interval,33.5,1946-01-01,Meteorological Service of Canada,Canada,Nunavut
Igloolik A,2015-01-01,daily data interval,52.74,1984-01-01,Meteorological Service of Canada,Canada,Nunavut
Hall Beach A,2014-01-01,daily data interval,9.1,1956-01-01,Meteorological Service of Canada,Canada,Nunavut
Gladman Point A,1992-01-01,daily data interval,14,1955-01-01,Meteorological Service of Canada,Canada,Nunavut
