col0,col1,col2,col3,col4,col5
Articuno,170,ice-type Pokémon,list of Pokémon introduced in Generation I,blue,Pokémon universe
Vanillite,40,ice-type Pokémon,list of Pokémon introduced in Generation V,white,Pokémon universe
Jynx,140,ice-type Pokémon,list of Pokémon introduced in Generation I,red,Pokémon universe
Arceus,320,ice-type Pokémon,list of Pokémon introduced in Generation IV,gray,Pokémon universe
Spheal,80,ice-type Pokémon,list of Pokémon introduced in Generation III,blue,Pokémon universe
Arceus,320,rock-type Pokémon,list of Pokémon introduced in Generation IV,gray,Pokémon universe
Jynx,140,psychic-type Pokémon,list of Pokémon introduced in Generation I,red,Pokémon universe
Arceus,320,psychic-type Pokémon,list of Pokémon introduced in Generation IV,gray,Pokémon universe
Mamoswine,250,ground-type Pokémon,list of Pokémon introduced in Generation IV,brown,Pokémon universe
Arceus,320,water-type Pokémon,list of Pokémon introduced in Generation IV,gray,Pokémon universe
