col0,col1,col2,col3,col4,col5
Lily Potter,Order of the Phoenix,United Kingdom,Mr. Evans,Gryffindor student,Evans
James Potter,Order of the Phoenix,United Kingdom,Charlus Potter,Gryffindor student,Potter
Hermione Granger,Dumbledore's Army,United Kingdom,Mr. Granger,Gryffindor student,Granger
Lily Potter,Order of the Phoenix,United Kingdom,Mr. Evans,muggle-born,Evans
Hermione Granger,Dumbledore's Army,United Kingdom,Mr. Granger,muggle-born,Granger
Lily Potter,Order of the Phoenix,United Kingdom,Mr. Evans,film character,Evans
James Potter,Order of the Phoenix,United Kingdom,Charlus Potter,film character,Potter
Hermione Granger,Dumbledore's Army,United Kingdom,Mr. Granger,film character,Granger
Harry Potter,Order of the Phoenix,United Kingdom,James Potter,wizard in the Harry Potter universe,Potter
Lily Potter,Order of the Phoenix,United Kingdom,Mr. Evans,wizard in the Harry Potter universe,Evans
James Potter,Order of the Phoenix,United Kingdom,Charlus Potter,wizard in the Harry Potter universe,Potter
