col0,col1,col2,col3
Delaware Academy of Medicine,1930-01-01,place listed on the National Register of Historic Places,construction
College of Montana,1878-01-01,place listed on the National Register of Historic Places,construction
Coca-Cola Baltimore Branch Factory,1921-01-01,place listed on the National Register of Historic Places,construction
Center for Advanced Judaic Studies,1907-01-01,place listed on the National Register of Historic Places,construction
Delaware Academy of Medicine,1930-01-01,place listed on the National Register of Historic Places,organization
Mount de Chantal Visitation Academy,1848-01-01,place listed on the National Register of Historic Places,construction
South Salem Academy,1842-01-01,place listed on the National Register of Historic Places,construction
Second Brazer Building,1897-01-01,place listed on the National Register of Historic Places,construction
GoggleWorks,2006-01-01,place listed on the National Register of Historic Places,construction
Gainestown Schoolhouse,1919-01-01,place listed on the National Register of Historic Places,construction
