col0,col1,col2,col3,col4
atrazine,herbicide,215.094,Developmental Toxicant,340
glyphosate,herbicide,169.014,phosphonic acid,184.5
pelargonic acid,antifungal,158.131,straight chain fatty acids,10
atrazine,herbicide,215.094,Female reproductive toxicant,340
"2,4,5-T",herbicide,253.93,flammable solid,307
pelargonic acid,antifungal,158.131,alkanoic acid,10
amitrole,enzyme inhibitor,84.044,heterocyclic compound,151
metribuzin,herbicide,214.089,heterocyclic compound,257
simazine,herbicide,201.078,heterocyclic compound,228
atrazine,herbicide,215.094,heterocyclic compound,340
diuron,herbicide,232.017,carcinogen,158
amitrole,enzyme inhibitor,84.044,carcinogen,151
cacodylic acid,herbicide,137.966,carcinogen,195
glyphosate,herbicide,169.014,carboxylic acid,184.5
diuron,herbicide,232.017,chemical compound,158
