col0,col1,col2,col3
Niue,Ko e Iki he Lagi,19,island nation
São Tomé and Príncipe,Independência total,18,island nation
Mauritius,Motherland,18,island nation
Madagascar,Ry Tanindrazanay malala ô!,17,island nation
Taiwan,National Anthem of the Republic of China,20,island nation
Sri Lanka,Sri Lanka Matha,18,island nation
Maldives,Gaumiii salaaam,18,island nation
Haiti,La Dessalinienne,18,island nation
Dominican Republic,National Anthem of the Dominican Republic,18,island nation
Dominica,"Isle of Beauty, Isle of Splendour",18,island nation
Antigua and Barbuda,God Save the Queen,18,island nation
Grenada,God Save the Queen,21,island nation
Jamaica,God Save the Queen,18,island nation
Saint Kitts and Nevis,O Land of Beauty!,16,island nation
Saint Lucia,Sons and Daughters of Saint Lucia,18,island nation
