col0,col1,col2,col3,col4
Mother of Beethoven House,birth house,Maria Magdalena van Beethoven,Koblenz,Germany
Shakespeare's Birthplace,birth house,William Shakespeare,Stratford-upon-Avon,United Kingdom
Casa natal de Almeida Garrett,birth house,Almeida Garrett,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Portugal
birthplace of Franz Liszt,birth house,Franz Liszt,Raiding,Austria
Martin Luther's Birth House,birth house,Martin Luther,Lutherstadt Eisleben,Germany
Händel-Haus,birth house,George Frideric Handel,Halle (Saale),Germany
Haydn's birthplace,birth house,Joseph Haydn,Lower Austria,Austria
Brechthaus,birth house,Bertolt Brecht,Augsburg,Germany
Atatürk Museum,birth house,Mustafa Kemal Atatürk,Municipality of Thessaloniki,Greece
Adolf-Hitler-Geburtshaus,birth house,Adolf Hitler,Braunau am Inn,Austria
