col0,col1,col2,col3,col4,col5,col6
2015 Irish Open Badminton Championships,open championship,2014 Irish Open Badminton Championships,2015-01-01,2016 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1985 Irish Open Badminton Championships,open championship,1984 Irish Open Badminton Championships,1985-01-01,1986 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1981 Irish Open Badminton Championships,open championship,1980 Irish Open Badminton Championships,1981-01-01,1982 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1980 Irish Open Badminton Championships,open championship,1979 Irish Open Badminton Championships,1980-01-01,1981 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1979 Irish Open Badminton Championships,open championship,1978 Irish Open Badminton Championships,1979-01-01,1980 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1978 Irish Open Badminton Championships,open championship,1977 Irish Open Badminton Championships,1978-01-01,1979 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1977 Irish Open Badminton Championships,open championship,1976 Irish Open Badminton Championships,1977-01-01,1978 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1976 Irish Open Badminton Championships,open championship,1975 Irish Open Badminton Championships,1976-01-01,1977 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1975 Irish Open Badminton Championships,open championship,1974 Irish Open Badminton Championships,1975-01-01,1976 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1974 Irish Open Badminton Championships,open championship,1973 Irish Open Badminton Championships,1974-01-01,1975 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1973 Irish Open Badminton Championships,open championship,1972 Irish Open Badminton Championships,1973-01-01,1974 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1972 Irish Open Badminton Championships,open championship,1971 Irish Open Badminton Championships,1972-01-01,1973 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1971 Irish Open Badminton Championships,open championship,1970 Irish Open Badminton Championships,1971-01-01,1972 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2014 Irish Open Badminton Championships,open championship,2013 Irish Open Badminton Championships,2014-01-01,2015 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2013 Irish Open Badminton Championships,open championship,2012 Irish Open Badminton Championships,2013-01-01,2014 Irish Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
