col0,col1,col2,col3,col4,col5,col6
Leer,1885-01-01,Groningen,Germany,Leer,Weener,1
Aurich,1885-01-01,Emden,Germany,Aurich,Norden,2
Leer,1885-01-01,Groningen,Germany,Leer,Borkum,1
Aurich,1885-01-01,Emden,Germany,Aurich,Norderney,2
Vechta,1939-01-01,Osnabrück,Germany,Vechta,Goldenstedt,27
Cloppenburg,1933-01-01,Osnabrück,Germany,Cloppenburg,Barßel,27
Leer,1885-01-01,Aurich,Germany,Leer,Moormerland,1
Cloppenburg,1933-01-01,Osnabrück,Germany,Cloppenburg,Emstek,27
Vechta,1939-01-01,Osnabrück,Germany,Vechta,Dinklage,27
Leer,1885-01-01,Aurich,Germany,Leer,Weener,1
Aurich,1885-01-01,Leer,Germany,Aurich,Norden,2
Osnabrück,1885-01-01,Osnabrück,Germany,Osnabrück,Artland,57
Leer,1885-01-01,Aurich,Germany,Leer,Hesel,1
Cloppenburg,1933-01-01,Osnabrück,Germany,Cloppenburg,Saterland,27
Leer,1885-01-01,Aurich,Germany,Leer,Borkum,1
