col0,col1,col2,col3
Aveiro,Aveiro,Belém,Aveiro District
Ovar,Ovar,Moraleja,Aveiro District
Aveiro,Aveiro,Ciudad Rodrigo,Aveiro District
Ovar,Ovar,Peso da Régua,Aveiro District
Aveiro,Aveiro,Wallingford,Aveiro District
Ovar,Ovar,Ribeira Brava Municipality,Aveiro District
Aveiro,Aveiro,Inhambane,Aveiro District
Ovar,Ovar,Pithiviers,Aveiro District
Aveiro,Aveiro,Arcachon,Aveiro District
Ovar,Ovar,Elizabeth,Aveiro District
Aveiro,Aveiro,Bonn,Aveiro District
Amarante,Amarante Municipality,Wiesloch,Porto District
Portimão,Portimão (freguesia),Villemomble,Algarve
Santa Maria da Feira,Santa Maria da Feira,Fara Filiorum Petri,Metropolitan Area of Porto
Cartaxo,Cartaxo,Słupsk,Lezíria do Tejo Subregion
