col0,col1,col2,col3,col4,col5
1971 World All-Round Speed Skating Championships for Women,1971-02-07,Nina Statkevich,World Allround Speed Skating Championships for Women,1970 World All-Round Speed Skating Championships for Women,1972 World All-Round Speed Skating Championships for Women
1959 World All-Round Speed Skating Championships for Women,1959-03-01,Tamara Rylova,World Allround Speed Skating Championships for Women,1958 World All-Round Speed Skating Championships for Women,1960 World All-Round Speed Skating Championships for Women
1988 World Allround Speed Skating Championships for women,1988-03-13,Karin Enke,World Allround Speed Skating Championships for Women,1987 World Allround Speed Skating Championships for women,1989 World All-Round Speed Skating Championships for Women
1973 World All-Round Speed Skating Championships for Women,1973-02-25,Atje Keulen-Deelstra,World Allround Speed Skating Championships for Women,1972 World All-Round Speed Skating Championships for Women,1974 World All-Round Speed Skating Championships for Women
1993  World All-Round Speed Skating Championships for Women,1993-02-07,Gunda Niemann-Stirnemann,sports season,1992 World All-Round Speed Skating Championships for Women,1994 World All-Round Speed Skating Championships for Women
1937 World All-Round Speed Skating Championships for Women,1937-01-31,Laila Schou Nilsen,World Allround Speed Skating Championships for Women,1936 World All-Round Speed Skating Championships for Women,1938 World All-Round Speed Skating Championships for Women
1967 World All-Round Speed Skating Championships for Women,1967-02-19,Stien Kaiser,World Allround Speed Skating Championships for Women,1966 World All-Round Speed Skating Championships for Women,1968 World All-Round Speed Skating Championships for Women
1947 World All-Round Speed Skating Championships for Women,1947-02-09,Verné Lesche,World Allround Speed Skating Championships for Women,1939 World All-Round Speed Skating Championships for Women,1948 World All-Round Speed Skating Championships for Women
1956 World All-Round Speed Skating Championships for Women,1956-02-05,Sofiya Kondakovova,World Allround Speed Skating Championships for Women,1955 World All-Round Speed Skating Championships for Women,1957 World All-Round Speed Skating Championships for Women
1964 World All-Round Speed Skating Championships for Women,1964-02-16,Lidiya Skoblikova,World Allround Speed Skating Championships for Women,1963 World All-Round Speed Skating Championships for Women,1965 World All-Round Speed Skating Championships for Women
1972 World All-Round Speed Skating Championships for Women,1972-03-05,Atje Keulen-Deelstra,World Allround Speed Skating Championships for Women,1971 World All-Round Speed Skating Championships for Women,1973 World All-Round Speed Skating Championships for Women
1992 World All-Round Speed Skating Championships for Women,1992-03-08,Gunda Niemann-Stirnemann,World Allround Speed Skating Championships for Women,1991 World All-Round Speed Skating Championships for Women,1993  World All-Round Speed Skating Championships for Women
1952 World All-Round Speed Skating Championships for Women,1952-03-02,Lidia Selikhova,World Allround Speed Skating Championships for Women,1951 World All-Round Speed Skating Championships for Women,1953 World All-Round Speed Skating Championships for Women
1979 World Allround Speed Skating Championships for women,1979-02-04,Beth Heiden,World Allround Speed Skating Championships for Women,1978 World All-Round Speed Skating Championships for Women,1980 World All-Round Speed Skating Championships for Women
1983 World Allround Speed Skating Championships for women,1983-02-20,Andrea Ehrig-Mitscherlich,World Allround Speed Skating Championships for Women,1982 World Allround Speed Skating Championships for women,1984 World Allround Speed Skating Championships for women
