col0,col1,col2,col3
Pocahontas,passenger train,Cincinnati Museum Center at Union Terminal,Norfolk and Western Railway
Pelican,passenger train,New Orleans Union Passenger Terminal,Southern Railway
Parkway Limited,passenger train,Greensburg,Conrail
The Pan-American,passenger train,Cincinnati Museum Center at Union Terminal,Louisville and Nashville Railroad
Super Chief,passenger train,Los Angeles Union Station,"Atchison, Topeka and Santa Fe Railway"
Suryanagri Express,inter-city rail,Bandra Terminus,Indian Railways
Capitol 400,railway,Chicago,Chicago and North Western Transportation Company
DMZ Train,railway,Seoul station,Korail
A-Train,railway,Cheongnyangni Station,Korail
S train,railway,Busan Station,Korail
O-Train,railway,Seoul station,Korail
Twin Cities 400,railway,Minneapolis,Chicago and North Western Transportation Company
Super Chief,train,Los Angeles Union Station,"Atchison, Topeka and Santa Fe Railway"
Capitol Limited,train service,Washington Union Station,Amtrak
Texas Eagle,train service,Chicago Union Station,Amtrak
