col0,col1,col2,col3,col4,col5
Rockipedia artist ID,Wikidata property related to rock and metal,85450,Norsk pop- og rockleksikon ID,A-ha,Rockipedia
Canadian Encyclopedia article ID,Wikidata property for an identifier that suggests notability,19700,Encyclopædia Britannica Online ID,Quebec Winter Carnival,The Canadian Encyclopedia
Encyclopaedia Herder author ID,Wikidata property related to encyclopedias,628,ALCUIN ID,Anselm of Canterbury,Encyclopaedia Herder
Canadian Encyclopedia article ID,Wikidata property related to encyclopedias,19700,Encyclopædia Britannica Online ID,Quebec Winter Carnival,The Canadian Encyclopedia
Dictionnaire critique des historiens de l'art ID,Wikidata property related to encyclopedias,316,Dictionary of Art Historians ID,Charles Blanc,Dictionnaire critique des historiens de l'art actifs en France de la Révolution à la Première Guerre mondiale
Rockipedia artist ID,Wikidata property related to encyclopedias,85450,Norsk pop- og rockleksikon ID,A-ha,Rockipedia
Dictionnaire critique des historiens de l'art ID,Wikidata property related to art,316,Dictionary of Art Historians ID,Charles Blanc,Dictionnaire critique des historiens de l'art actifs en France de la Révolution à la Première Guerre mondiale
Handbook of Texas ID,Wikidata property for an identifier,25000,New Georgia Encyclopedia ID,Washington County,Handbook of Texas Online
Canadian Encyclopedia article ID,Wikidata property for an identifier,19700,Encyclopædia Britannica Online ID,Quebec Winter Carnival,The Canadian Encyclopedia
Rockipedia artist ID,Wikidata property for an identifier,85450,Norsk pop- og rockleksikon ID,A-ha,Rockipedia
