col0,col1,col2,col3,col4,col5,col6,col7
Canchis Province,Canas Province,95774,Cusco,Peru,Sicuani District,Sicuani,province of Peru
Tarma Province,Jauja Province,89590,Junín,Peru,La Unión District,Tarma,province of Peru
Santa Province,Casma Province,435807,Áncash,Peru,Nepeña District,Chimbote,province of Peru
Caravelí Province,Parinacochas Province,41346,Arequipa,Peru,Cahuacho District,Caravelí,province of Peru
Lucanas Province,Sucre Province,51328,Ayacucho,Peru,Huac-Huas District,Puquio,province of Peru
Sucre Province,Lucanas Province,9445,Ayacucho,Peru,Querobamba District,Querobamba,province of Peru
Caylloma Province,Arequipa Province,86771,Arequipa,Peru,Cabanaconde District,Chivay,province of Peru
Andahuaylas Province,Sucre Province,142477,Apurímac,Peru,Huancarama District,Andahuaylas,province of Peru
Lima Province,Huarochirí Province,8574974,Lima,Peru,Punta Hermosa,Lima,province of Peru
Parinacochas Province,La Unión Province,27659,Ayacucho,Peru,Chumpi District,Coracora,province of Peru
