col0,col1,col2,col3,col4
Osterholz,650.73,Lower Saxony,UTC+01:00,Osterholz-Scharmbeck
Uelzen District,1454,Lower Saxony,UTC+01:00,Uelzen
Emsland,2882.07,Lower Saxony,UTC+01:00,Meppen
County of Bentheim,981,Lower Saxony,UTC+01:00,Nordhorn
Hamelin-Pyrmont,796,Lower Saxony,UTC+01:00,Hamelin
Göttingen district,1117,Lower Saxony,UTC+01:00,Göttingen
Hanover region,2291,Lower Saxony,UTC+01:00,Hanover
Wittmund,656.65,Lower Saxony,UTC+01:00,Wittmund
Northeim,1267,Lower Saxony,UTC+01:00,Northeim
Diepholz,1987,Lower Saxony,UTC+01:00,Diepholz
Helmstedt,674,Lower Saxony,UTC+01:00,Helmstedt
