col0,col1,col2,col3
Hohenzollern Province,1947-01-01,1142,Jewish Encyclopedia of Brockhaus and Efron
Province of Hanover,1946-08-23,38639,Jewish Encyclopedia of Brockhaus and Efron
Province of Brandenburg,1947-02-25,38275,Jewish Encyclopedia of Brockhaus and Efron
Hesse-Nassau,1944-07-01,16845,Jewish Encyclopedia of Brockhaus and Efron
Province of Posen,1920-01-01,28.991,Jewish Encyclopedia of Brockhaus and Efron
Province of Hanover,1946-08-23,38639,Sytin Military Encyclopedia
Province of Brandenburg,1947-02-25,38275,The Nuttall Encyclopædia
Province of Posen,1920-01-01,28.991,Ottův slovník naučný
Province of Saxony,1944-07-01,25529,Nordisk familjebok
Province of Schleswig-Holstein,1946-08-23,19.018,Nordisk familjebok
West Prussia,1920-01-01,25554.6,Nordisk familjebok
East Prussia,1945-01-01,36993.89,Nordisk familjebok
Pomerania Province,1945-01-01,38401,Brockhaus and Efron Encyclopedic Dictionary
Province of Westphalia,1946-08-23,20215,Brockhaus and Efron Encyclopedic Dictionary
