col0,col1,col2,col3
2001 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2001 Thailand Open Badminton Championships – Mixed doubles
2000 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2000 Thailand Open Badminton Championships – Mixed doubles
1999 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1999 Thailand Open Badminton Championships – Mixed doubles
1997 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1997 Thailand Open Badminton Championships – Mixed doubles
1996 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1996 Thailand Open Badminton Championships – Mixed doubles
1995 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1995 Thailand Open Badminton Championships – Mixed doubles
1994 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1994 Thailand Open Badminton Championships – Mixed doubles
1993 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1993 Thailand Open Badminton Championships – Mixed doubles
1992 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1992 Thailand Open Badminton Championships – Mixed doubles
1991 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1991 Thailand Open Badminton Championships – Mixed doubles
1990 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1990 Thailand Open Badminton Championships – Mixed doubles
1989 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1989 Thailand Open Badminton Championships – Mixed doubles
1988 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1988 Thailand Open Badminton Championships – Mixed doubles
1987 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,1987 Thailand Open Badminton Championships – Mixed doubles
2008 Thailand Open Badminton Championships,Bangkok,WikiProject Badminton/tournament focus list,2008 Thailand Open Badminton Championships – Women's singles
