col0,col1,col2,col3,col4,col5,col6,col7
Putnam County,6.5,county of New York,638,Carmel Hamlet,"National Register of Historic Places listings in Putnam County, New York",Putnam County,Westchester County
Fulton County,7,county of New York,1380,Johnstown,"National Register of Historic Places listings in Fulton County, New York",Fulton County,Hamilton County
Franklin County,4,county of New York,4396,Malone,"National Register of Historic Places listings in Franklin County, New York",Franklin County,Clinton County
Washington County,1.7,county of New York,2191,Fort Edward,"National Register of Historic Places listings in Washington County, New York",Washington Parish,Saratoga County
Madison County,1,county of New York,1713,Wampsville,"National Register of Historic Places listings in Madison County, New York",Madison County,Otsego County
Orleans County,52,county of New York,2117,Albion,"National Register of Historic Places listings in Orleans County, New York",Orleans County,Niagara County
Monroe County,52,county of New York,3537,Rochester,"National Register of Historic Places listings in Monroe County, New York",Monroe County,Wayne County
Livingston County,1.3,county of New York,1659,"Geneseo (village), New York","National Register of Historic Places listings in Livingston County, New York",Livingston Parish,Allegany County
Madison County,1,county of New York,1713,Wampsville,"National Register of Historic Places listings in Madison County, New York",Madison Parish,Otsego County
Orleans County,52,county of New York,2117,Albion,"National Register of Historic Places listings in Orleans County, New York",Orleans County,Monroe County
Monroe County,52,county of New York,3537,Rochester,"National Register of Historic Places listings in Monroe County, New York",Monroe County,Orleans County
Livingston County,1.3,county of New York,1659,"Geneseo (village), New York","National Register of Historic Places listings in Livingston County, New York",Livingston County,Allegany County
Montgomery County,1.8,county of New York,1063,Fonda,"National Register of Historic Places listings in Montgomery County, New York",Montgomery County,Schenectady County
Franklin County,4,county of New York,4396,Malone,"National Register of Historic Places listings in Franklin County, New York","Franklin City, Virginia",Clinton County
