col0,col1,col2,col3,col4,col5,col6,col7
Cala Llonga,Mediterranean Sea,90,golden sand beach,Blue Flag beach,200,Santa Eulària des Riu,Ibiza
Platja de Sant Llorens,Mediterranean Sea,35,white sand beach,Blue Flag beach,1750,Son Servera,Majorca
Platja de Portinatx,Mediterranean Sea,50,white sand beach,Blue Flag beach,180,Sant Joan de Labritja,Ibiza
Es Port,Mediterranean Sea,35,white sand beach,Blue Flag beach,160,Ses Salines,Majorca
Alcudia beach,Mediterranean Sea,80,white sand beach,Blue Flag beach,3400,Alcúdia,Majorca
Cala Estància,Mediterranean Sea,37,white sand beach,Blue Flag beach,220,Palma,Majorca
"Cala Sant Vicenç, Majorca",Mediterranean Sea,40,white sand beach,Blue Flag beach,175,Pollença,Majorca
Platja de Sant Llorens,Mediterranean Sea,35,urban beach,Blue Flag beach,1750,Son Servera,Majorca
Platja de Portinatx,Mediterranean Sea,50,urban beach,Blue Flag beach,180,Sant Joan de Labritja,Ibiza
Cala Llonga,Mediterranean Sea,90,urban beach,Blue Flag beach,200,Santa Eulària des Riu,Ibiza
Es Port,Mediterranean Sea,35,urban beach,Blue Flag beach,160,Ses Salines,Majorca
Alcudia beach,Mediterranean Sea,80,urban beach,Blue Flag beach,3400,Alcúdia,Majorca
