col0,col1,col2,col3,col4,col5
Saludos Amigos,1942-08-24,United States of America,color,Milt Kahl,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,Milt Kahl,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Bill Tytla,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,Eric Larson,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Ward Kimball,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,John Lounsbery,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Les Clark,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,Frank Thomas,Aloísio de Oliveira
Saludos Amigos,1942-08-24,United States of America,color,Bill Justice,Aloísio de Oliveira
The Three Caballeros,1944-12-21,United States of America,color,Bill Justice,Aloísio de Oliveira
