col0,col1,col2,col3
1964 AFC Asian Cup,Inder Singh,association football competition,Israel
2006 AFC Challenge Cup,Fahed Attal,association football competition,Bangladesh
Beach Soccer World Cup 2001,Alan Cavalcanti,FIFA Beach Soccer World Cup,Brazil
1995 FIFA U-17 World Championship,Mohammed Amar Al-Kathiri,FIFA U-17 World Cup,Ecuador
1945 South American Championship,Norberto Doroteo Méndez,Copa América,Chile
1963 South American Championship,Carlos Alberto Raffo,Copa América,Bolivia
2017–18 Russian Premier League,Quincy Promes,sports season,Russia
1971 NASL Professional Hoc-Soc Tournament,Mike Renshaw,sports season,United States of America
2015–16 PLK season,David Jelínek,sports season,Poland
2015–16 Taça da Liga,Raúl Jiménez,sports season,Portugal
2015 FIFA Beach Soccer World Cup qualification,Dejan Stankovic,sports season,Italy
2014 Emirates Cup,Yaya Sanogo,sports season,United Kingdom
2014 CERH European Championship,Pedro Gil,sports season,Spain
