col0,col1,col2,col3,col4
Portrait of Madame Récamier,Department of Paintings of the Louvre,oil paint,Room 702,cushion
Unfinished Portrait of General Bonaparte,Department of Paintings of the Louvre,oil paint,Room 660,1795–1820 clothing
Portrait of Madame Récamier,Department of Paintings of the Louvre,oil paint,Room 702,Incroyables and Merveilleuses
The Tennis Court Oath,Musée de Louvre (Salle des Rubens),canvas,Museum of the History of France,Edmond Louis Alexis Dubois-Crancé
Adoration of the Magi,Uffizi Gallery,wood,"Leonardo, room 15",Child Jesus
The Virgin and Child with Saint Andrew and Saint Peter,National Galleries of Scotland,oil paint,Scottish National Gallery,Child Jesus
Adoration of the Magi,Uffizi Gallery,wood,Uffizi,Child Jesus
Landscape with castle,Hermitage Museum,wood,Room 844,château
The Tennis Court Oath,Musée de Louvre (Salle des Rubens),canvas,Museum of the History of France,Antoine Barnave
Portrait of Madame Récamier,Department of Paintings of the Louvre,oil paint,Room 702,Juliette Récamier
The Tennis Court Oath,Musée de Louvre (Salle des Rubens),canvas,Museum of the History of France,"Honoré Gabriel Riqueti, comte de Mirabeau"
Portrait of Madame Récamier,Department of Paintings of the Louvre,oil paint,Room 702,dress
