col0,col1,col2,col3,col4,col5
División de Honor Femenina de Rugby,women's sports,2010-01-01,Spain,Spanish Rugby Federation,championship
Ligat Nashim Rishona,women's association football,1998-01-01,Israel,Israel Football Association,championship
Campeonato Nacional da Guiné-Bissau,men's association football,1975-01-01,Guinea-Bissau,Federação de Futebol da Guiné-Bissau,association football league
Campeonato Ecuatoriano de Futbol Femenino,women's association football,2006-01-01,Ecuador,Ecuadorian Football Federation,championship
Copa de la Reina de Fútbol,women's association football,1983-01-01,Spain,Royal Spanish Football Federation,championship
Campeonato Nacional da Guiné-Bissau,men's association football,1975-01-01,Guinea-Bissau,Federação de Futebol da Guiné-Bissau,championship
Frauen DFB Pokal,women's association football,1980-01-01,Germany,German Football Association,championship
Costa Rican women's football championship,women's association football,2000-01-01,Costa Rica,Costa Rican Football Federation,championship
Peruvian women's football championship,women's association football,2008-01-01,Peru,Peruvian Football Federation,championship
Paraguayan women's football championship,women's association football,1999-01-01,Paraguay,Paraguayan Football Association,championship
Copa Catalunya de futbol femenina,women's association football,2005-01-01,Spain,Catalan Football Federation,championship
