col0,col1,col2,col3
Trabrennbahn Bahrenfeld,Germany,harness racing,Altona
Yonkers Raceway,United States of America,harness racing,New York
Åby Racetrack,Sweden,harness racing,Mölndal Municipality
Jägersro,Sweden,harness racing,Malmö Municipality
Ayr Racecourse,United Kingdom,horse racing,South Ayrshire
Hippodrome de Vincennes,France,harness racing,12th arrondissement of Paris
Stadio Giovanni Mari,Italy,association football,Legnano
Champ de Mars Racecourse,Mauritius,horse racing,Port Louis
Newcastle Racecourse,United Kingdom,horse racing,Newcastle upon Tyne
Hexham Racecourse,United Kingdom,horse racing,Hexham
Charlottenlund Racetrack,Denmark,harness racing,Gentofte Municipality
