col0,col1,col2,col3
Jurramendi Range,Basque Mountains,1042,Valley of Ebro
Monjardín Range,Basque Mountains,894,Valley of Ebro
Aguilar Range,Basque Mountains,973,Valley of Ebro
Sierra de la Hez,Sistema Ibérico,1388,Valley of Ebro
Cierzo Range,Sistema Ibérico,472,Valley of Ebro
Fitero Range,Sistema Ibérico,743,Valley of Ebro
Pegado-Alhama Range,Sistema Ibérico,1291,Valley of Ebro
Eunate Range,Pyrenees,715,Valley of Ebro
Aurinos Mountains,Pyrenees,754,Valley of Ebro
Lerga Range,Pyrenees,1002,Valley of Ebro
Gerinda Range,Pyrenees,899,Valley of Ebro
Uxue Range,Pyrenees,930,Valley of Ebro
Araiz Range,Pyrenees,474,Valley of Ebro
