col0,col1,col2,col3
hull,technological component,Brockhaus and Efron Encyclopedic Dictionary,nautical term
forecastle,ship element,Sytin Military Encyclopedia,nautical term
Navigation light,light source,Sytin Military Encyclopedia,ship element
mainsail,sail,Brockhaus and Efron Encyclopedic Dictionary,ship element
boom,technological component,Brockhaus and Efron Encyclopedic Dictionary,ship element
foresail,staysail,Small Brockhaus and Efron Encyclopedic Dictionary,ship element
naval artillery,artillery gun,Brockhaus and Efron Encyclopedic Dictionary,ship element
hull,technological component,Brockhaus and Efron Encyclopedic Dictionary,ship element
forecastle,ship element,Sytin Military Encyclopedia,ship element
winch,lifting equipment,Brockhaus and Efron Encyclopedic Dictionary,ship element
deck,plane,Brockhaus and Efron Encyclopedic Dictionary,ship element
anchor,ship element,Paulys Realenzyklopädie der klassischen Altertumswissenschaft,ship element
spar,spar,Brockhaus and Efron Encyclopedic Dictionary,ship element
bitts,bollard,Brockhaus and Efron Encyclopedic Dictionary,nautical term
