col0,col1,col2,col3,col4,col5
Twitter username,Leffen,"do not include the ""@"" symbol",type constraint,Instagram username,Wikidata property for an identifier that does not imply notability
flag image,Mauritius,Don't add the flags from [[c:Category:Flag placeholders]],format constraint,image,Wikidata property for items about organizations
Twitter username,Leffen,"do not include the ""@"" symbol",format constraint,Douban site name,Wikidata property for an identifier that does not imply notability
Telegram username,Chinese Wikipedia,"do not include the ""@"" symbol or t.me link",allowed qualifiers constraint,Zhihu username,Wikidata property for Wikivoyage listings
website account on,Walmart,use P554 (username) as a qualifier,none of constraint,Google+ ID,Wikidata property for items about people
Twitter username,Leffen,"do not include the ""@"" symbol",format constraint,Telegram username,Wikidata property for items about organizations
website account on,Walmart,use P554 (username) as a qualifier,allowed qualifiers constraint,Hacker News User ID,property that may violate privacy
official website,Intel,"For active WMF sites, please use P4174",single value constraint,imported from Wikimedia project,Wikidata property for items about people
Telegram username,Cristina Fernández de Kirchner,"do not include the ""@"" symbol or t.me link",distinct values constraint,website account on,Wikidata property for Wikivoyage listings
Twitter username,Leffen,"do not include the ""@"" symbol",format constraint,Instagram username,Wikidata property for items about organizations
Telegram username,Cristina Fernández de Kirchner,"do not include the ""@"" symbol or t.me link",distinct values constraint,website account on,Wikidata property related to online communities
Twitter username,Leffen,"do not include the ""@"" symbol",type constraint,Instagram username,Wikidata property related to online communities
Telegram username,Chinese Wikipedia,"do not include the ""@"" symbol or t.me link",allowed qualifiers constraint,Google+ ID,Wikidata property for an identifier that does not imply notability
Twitter username,Leffen,"do not include the ""@"" symbol",type constraint,Instagram username,Wikidata property for an identifier
