col0,col1,col2,col3,col4
Erinnerungen aus dem Schleswig-Holsteinschen Kriege,collection of articles,Die Gartenlaube,1861-01-01,Erinnerungen aus dem Schleswig-Holsteinischen Kriege
Erinnerungen aus dem heiligen Kriege,collection of articles,Die Gartenlaube,1871-01-01,In der Gefangenschaft
Epische Briefe,collection of articles,Die Gartenlaube,1874-01-01,Epische Briefe II
Aus den Tagen des Kampfes,collection of articles,Die Gartenlaube,1870-01-01,Wochen-Rapport Nr. 3 und 4
Deutsche Kneipen,collection of articles,Die Gartenlaube,1869-01-01,Der Rathskeller zu Lübeck
Kleine amerikanische Sittenbilder,collection of articles,Die Gartenlaube,1861-01-01,Kleine amerikanische Sittenbilder. 1. Auch ein Spiritualist
Erinnerungen aus dem Schleswig-Holsteinschen Kriege,series of creative works,Die Gartenlaube,1861-01-01,Erinnerungen aus dem Schleswig-Holsteinischen Kriege
Erinnerungen aus dem heiligen Kriege,series of creative works,Die Gartenlaube,1871-01-01,In der Gefangenschaft
Epische Briefe,series of creative works,Die Gartenlaube,1874-01-01,Epische Briefe II
Aus den Tagen des Kampfes,series of creative works,Die Gartenlaube,1870-01-01,Wochen-Rapport Nr. 3 und 4
