col0,col1,col2,col3,col4
Ntcheu District,Malawi,Dedza District,Ntcheu,district of Malawi
Mwanza District,Malawi,Chikwawa District,"Mwanza, Malawi",district of Malawi
Thyolo District,Malawi,Chiradzulu District,Thyolo,district of Malawi
Chikwawa District,Malawi,Thyolo District,Chikwawa,district of Malawi
Mangochi District,Malawi,Dedza District,Mangochi,district of Malawi
Chiradzulu District,Malawi,Thyolo District,Chiradzulu,district of Malawi
Nkhotakota District,Malawi,Ntchisi District,Nkhotakota,district of Malawi
Dedza District,Malawi,Mangochi District,Dedza,district of Malawi
Phalombe District,Malawi,Zomba District,Phalombe,district of Malawi
Mulanje District,Malawi,Phalombe District,Mulanje,district of Malawi
