col0,col1,col2,col3
1997 Asian Junior Badminton Championships,1997-04-13,1997-04-07,1997-01-01
1998 Asian Junior Badminton Championships,1998-06-21,1998-06-15,1998-06-01
1999 Asian Junior Badminton Championships,1999-07-17,1999-07-11,1999-01-01
2000 Asian Junior Badminton Championships,2000-07-27,2000-07-21,2000-01-01
2002 Asian Junior Badminton Championships,2002-07-21,2002-07-14,2002-01-01
2001 Asian Junior Badminton Championships,2001-07-14,2001-07-08,2001-01-01
2008 Asian Junior Badminton Championships,2008-07-20,2008-07-13,2008-01-01
2007 Asian Junior Badminton Championships,2007-07-22,2007-07-15,2007-01-01
2006 Asian Junior Badminton Championships,2006-07-09,2006-07-03,2006-01-01
2005 Asian Junior Badminton Championships,2005-07-17,2005-07-11,2005-01-01
2004 Asian Junior Badminton Championships,2004-07-08,2004-07-12,2004-01-01
