col0,col1,col2,col3,col4
Wādī al ‘Adhrīyah,Saudi Arabia,Eastern Province,221,depression
Wādī Abū Hīshah,Saudi Arabia,Eastern Province,199,depression
Norder Strandtal,Germany,Schleswig-Holstein,5,depression
Waharmā,Saudi Arabia,Eastern Province,90,depression
Ummahāt ‘Arīsh,Saudi Arabia,Eastern Province,3,depression
Umm Ḩuwayiţāt ash Shaynā,Saudi Arabia,Emirate of Tabuk,100,depression
Tawal adh Dhafir,Saudi Arabia,Northern Borders Region,322,depression
Shiqqat Ḩuţayyibah,Saudi Arabia,Eastern Province,245,depression
Shiqqat Şāliḩah,Saudi Arabia,Eastern Province,190,depression
Shiqqat āl Zuqaymah,Saudi Arabia,Eastern Province,222,depression
Shiqqat Urqud,Saudi Arabia,Eastern Province,205,depression
Shiqqat Suwaydān,Saudi Arabia,Eastern Province,154,depression
Shiqqat Sulaymān,Saudi Arabia,Eastern Province,188,depression
Shiqqat Ji‘shān,Saudi Arabia,Eastern Province,202,depression
