col0,col1,col2,col3
Gora Dzhutsa Vtoraya,natural monument of Russia,1191,Stavropol Krai
Yelagin Island,cultural heritage site in Russia,18,Saint Petersburg
Nikolskaya Sopka,protected area of Russia,62,Kamchatka Krai
Gora Medovaya,protected area of Russia,725,Stavropol Krai
Mount Lysaya,protected area of Russia,739,Stavropol Krai
Lobach Hill,protected area of Russia,129,Republic of Tatarstan
Gora Kinzhal,protected area of Russia,335,Stavropol Krai
Gora Zolotoy Kurgan,protected area of Russia,885,Stavropol Krai
Gora Zmeyka,protected area of Russia,994,Stavropol Krai
Gora Zheleznaya,protected area of Russia,853,Stavropol Krai
Yelagin Island,protected area of Russia,18,Saint Petersburg
