col0,col1,col2,col3,col4,col5,col6,col7
Aransas County,1871-01-01,United States of America,52,"National Register of Historic Places listings in Aransas County, Texas",Aransas County,Central Time Zone,Rockport
Dimmit County,1858-01-01,United States of America,0.4,"National Register of Historic Places listings in Dimmit County, Texas",Dimmit County,Central Time Zone,Carrizo Springs
Terrell County,1905-07-14,United States of America,0,"National Register of Historic Places listings in Terrell County, Texas",Terrell County,Central Time Zone,Sanderson
Borden County,1876-01-01,United States of America,1,National Register of Historic Places listings in Texas,Borden County,Central Time Zone,Gail
San Augustine County,1837-01-01,United States of America,10,"National Register of Historic Places listings in San Augustine County, Texas",San Augustine County,Central Time Zone,San Augustine
Crockett County,1875-01-22,United States of America,0,"National Register of Historic Places listings in Crockett County, Texas",Crockett County,Central Time Zone,Ozona
Milam County,1837-01-01,United States of America,0.5,"National Register of Historic Places listings in Milam County, Texas",Milam County,Central Time Zone,Cameron
Crosby County,1886-01-01,United States of America,0.2,National Register of Historic Places listings in Texas,Crosby County,Central Time Zone,Crosbyton
Comanche County,1856-01-25,United States of America,1,"National Register of Historic Places listings in Comanche County, Texas",Comanche County,Central Time Zone,Comanche
Liberty County,1836-01-01,United States of America,1.5,"National Register of Historic Places listings in Liberty County, Texas",Liberty County,Central Time Zone,Liberty
Brown County,1856-01-01,United States of America,1.3,"National Register of Historic Places listings in Brown County, Texas",Brown County,Central Time Zone,Brownwood
Loving County,1887-02-26,United States of America,1.1,"National Register of Historic Places listings in Loving County, Texas",Loving County,Central Time Zone,Mentone
