col0,col1,col2,col3,col4,col5
Kelheim,15343,27003,rural district of Bavaria,Neumarkt,9692
Forchheim,11500,21937,rural district of Bavaria,Bayreuth,7722
Bamberg,23181,43498,rural district of Bavaria,Forchheim,14444
Coburg,20890,35579,rural district of Bavaria,Hildburghausen,11029
Bayreuth,15042,25106,rural district of Bavaria,Tirschenreuth,7799
Kronach,24856,42186,rural district of Bavaria,Sonneberg,13667
Wunsiedel,20806,32226,rural district of Bavaria,Tirschenreuth,9143
Hof,11532,17360,rural district of Bavaria,Vogtlandkreis,5174
Regensburg,24804,44187,rural district of Bavaria,Schwandorf,15086
Neumarkt,9150,18988,rural district of Bavaria,Amberg-Sulzbach,6812
Cham,11784,20505,rural district of Bavaria,Schwandorf,6611
Neustadt an der Waldnaab,16007,28164,rural district of Bavaria,Tirschenreuth,8284
Tirschenreuth,17981,30655,rural district of Bavaria,Cheb District,8579
