col0,col1,col2,col3,col4
SDSS J163209.00+002629.8,263,6308,double star,168
HD 202154,142.752,6076,double star,22.98
UCAC3 160-12657,7312,4000,double star,-0.56
TYC 9143-1529-1,238.978,6241,double star,-1.11
HD 25704,52.7743,5895,double star,55.833
CCDM J02038-0359AB,292.076,7246,double star,22.12
HD 4236,158.8613,5521,double star,18.827
Ross 698,8343,4000,double star,6.38
HD 109349,64.9174,6093,double star,11.25
TYC 6431-920-1,171.821,3800,double star,34.86
CCDM J05000-1623AB,371.417,6719,double star,-0.62
