col0,col1,col2,col3,col4
caesium-138m,6,nuclear isomer,2.91,-1
caesium-136m,8,nuclear isomer,17.5,-1
caesium-135m,9.5,nuclear isomer,53,-1
caesium-134m,8,nuclear isomer,2.912,-1
caesium-130m,5,nuclear isomer,3.46,-1
caesium-125m,5.5,nuclear isomer,0.9,-1
caesium-120m,7,nuclear isomer,57,-1
caesium-117m,1.5,nuclear isomer,6.5,1
caesium-116m,4,nuclear isomer,3.85,1
caesium-147,1.5,isotope of caesium,0.23,1
caesium-146,1,isotope of caesium,0.321,-1
caesium-145,1.5,isotope of caesium,0.587,1
caesium-143,1.5,isotope of caesium,1.791,1
