col0,col1,col2,col3,col4,col5,col6
Turtonator,red,Pokémon universe,fire-type Pokémon,200,list of Pokémon introduced in Generation VII,212
Dialga,white,Pokémon universe,steel-type Pokémon,540,list of Pokémon introduced in Generation IV,683
Salamence,blue,Pokémon universe,dragon-type Pokémon,150,list of Pokémon introduced in Generation III,102
Latias,red,Pokémon universe,dragon-type Pokémon,140,list of Pokémon introduced in Generation III,40
Flygon,green,Pokémon universe,dragon-type Pokémon,200,list of Pokémon introduced in Generation III,82
Latios,blue,Pokémon universe,dragon-type Pokémon,200,list of Pokémon introduced in Generation III,60
Dragonite,brown,Pokémon universe,dragon-type Pokémon,220,list of Pokémon introduced in Generation I,210
Dialga,white,Pokémon universe,dragon-type Pokémon,540,list of Pokémon introduced in Generation IV,683
Rayquaza,green,Pokémon universe,dragon-type Pokémon,7,list of Pokémon introduced in Generation III,206
Reshiram,white,Pokémon universe,dragon-type Pokémon,320,list of Pokémon introduced in Generation V,330
