col0,col1,col2,col3,col4
Rahdari,Khushab District,173,union council of Pakistan,Pakistan
Pir Adil,Dera Ghazi Khan District,119,union council of Pakistan,Pakistan
Pindi Saidpur,Jhelum District,100,union council of Pakistan,Pakistan
Pairan,Mansehra District,4500,union council of Pakistan,Pakistan
"Paigah, Punjab",Dera Ghazi Khan District,115,union council of Pakistan,Pakistan
Manglawar,union council of Pakistan,987,union council of Pakistan,Pakistan
"Kala, Punjab",Dera Ghazi Khan District,127,union council of Pakistan,Pakistan
Jhoke Uttra,Dera Ghazi Khan District,108,union council of Pakistan,Pakistan
"Jaswal, Pakistan",Chakwal District,511,union council of Pakistan,Pakistan
Jalal Khan,Kachhi District,89,union council of Pakistan,Pakistan
Inayatabad,Mansehra District,3224,union council of Pakistan,Pakistan
Haji Ghazi,Dera Ghazi Khan District,112,union council of Pakistan,Pakistan
