col0,col1,col2,col3,col4,col5,col6
RB 25,Wriezen Railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Berlin,Ostkreuz
RB 13,Fils Valley Railway,Germany,yes,KreisVerkehr Schwäbisch Hall,Stuttgart,Stuttgart Central Station
RB 36,Cottbus–Frankfurt (Oder) railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Frankfurt (Oder),Frankfurt (Oder) railway station
RB 11,Berlin–Wrocław railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Cottbus,Frankfurt (Oder) railway station
RB 11,Stuttgart-Untertürkheim–Kornwestheim railway,Germany,yes,Verkehrs- und Tarifverbund Stuttgart,Stuttgart,Kornwestheim station
RB 41,Berlin–Görlitz railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Lübben (Spreewald),Cottbus Hauptbahnhof
RB 46,Cottbus–Żary railway line,Germany,no,Verkehrsverbund Berlin-Brandenburg,Forst (Lausitz),Cottbus Hauptbahnhof
RB 65,Zittau–Hagenwerder railway line,Germany,no,Verkehrsverbund Berlin-Brandenburg,Zittau,Cottbus Hauptbahnhof
RB 11,Berlin–Wrocław railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Frankfurt (Oder),Cottbus Hauptbahnhof
RB 65,Zittau–Hagenwerder railway line,Germany,no,Verkehrsverbund Oberlausitz-Niederschlesien,Cottbus,Cottbus Hauptbahnhof
